text,Is this tweet spam?,Does the tweet describe a hazard (something that could impose harm or other costs on the author of the tweet or on others)?,"Does the tweet provide information on how to avoid, cope with, or overcome the hazard described?","On a scale of 0-100, how much do you think that the author of the tweet is tweeting this information because they believe that it accurately describes a real hazard in the world, where 0 = the author does not believe that the information is accurate, and is instead sending it for some other reason (e.g., as a joke; to ridicule people who believe this sort of thing; etc.), and 100 = the author believes that the information is entirely accurate? - Author confidence","On a scale of 0-100, how confident is the author of the tweet that the hazard can be adequately managed, where 0 = not at all, and 100 = extremely? - Author confidence","Does the tweet describe a benefit (something that provides resources, opportunities, or other good things to the author of the tweet or to others)?",Does the tweet provide information on how to obtain the benefit described?,"On a scale of 0-100, how much do you think that the author of the tweet is tweeting this information because they believe that it accurately describes a real benefit in the world, where 0 = the author does not believe that the information is accurate, and is instead sending it for some other reason (e.g., as a joke; to ridicule people who believe this sort of thing; etc.), and 100 = the author believes that the information is entirely accurate? - Author confidence","On a scale of 0-100, how confident is the author of the tweet that the benefit can be obtained, where 0 = not at all, and 100 = extremely? - Author confidence","If the tweet describes a harm or benefit, on a scale of 0-100, how confidently does the author of the tweet attribute the harm/benefit to a person? - Author confidence","If the tweet describes a harm or benefit, on a scale of 0-100, how confidently does the author of the tweet attribute the harm/benefit to an event or circumstance? - Author confidence",What is your political orientation? - Political orientation,What is your gender?,What is your age?,Do you have children under 12?,AnnotatorID
"The early birds get the worm, so hurry up and make all the arrangements in advance to avoid cancellations. Check out the best available #accommodations from our #rental lists. Book online to have a relaxing #vacation https--//t.co/rX910Lremy. #vacationtime #caribbeanisland https--//t.co/01KEQb7eTY",No,No,,,,Yes,Yes,89,91,93,90,73,Man,34,Yes,243
I couldn't do my usual complaints about Akechi offing Okumura with this cast I'd be inclined to think RDJ was in the right https--//t.co/XE4UYzW0nA,No,No,,,,No,,,,,,73,Man,34,Yes,243
@playrafflez ApeSport-- 2022's Hottest Presale | Our Last Token >$1B MC | Monster Partners | Presale-- Coming soon | Join us-- https--//t.co/WS65DFtzcj | #ERC20 #Ethereum #Uniswap #Binance #nft #NFTdrop #Crypto #nfts #APE #APESPORT X,No,No,,,,No,,,,,,73,Man,34,Yes,243
Budget cuts cost lives… we need to remember this every time we consider cutting public services… https--//t.co/jmmE9vUhCS,No,No,,,,Yes,Yes,88,86,85,89,73,Man,34,Yes,243
@Waunahavefun @therecount @TheRickWilson Get well from the domestic abuse he caused.,No,Yes,Yes,70,66,Yes,Yes,72,80,72,79,77,Woman,47,Yes,244
Clubx the place that keeps you bullish through the bearish of times! https--//t.co/5m6oOvYnP9 #xrp #xrpfam #xrpl #xrplnft #xrplenfts #xrpnft #xrpnfts #clubx #XLS20 #Sologenic,No,Yes,Yes,69,79,Yes,Yes,77,71,82,71,77,Woman,47,Yes,244
I witnessed the #xclub on @kobebryant's helicopter in #AugmentedReality the day he died. They were utilizing a file I developed that is being abused [.par] file. @Whitehouse @lz_support https--//t.co/68KfiAKPGW,No,Yes,Yes,77,71,Yes,Yes,77,71,82,76,77,Woman,47,Yes,244
Arewa is powerful sha. Tinubu no fit avoid this one 😀😀 #Arewa  #PeterObi4President  #Tinubu,No,No,,,,Yes,Yes,79,71,77,72,77,Woman,47,Yes,244
Pakistan calls for int’l protection for Palestinians from Israeli attacks @UN   https--//t.co/YUdQrh84Wu https--//t.co/5C7Gbv3TZj,No,Yes,Yes,81,73,Yes,Yes,73,85,84,74,77,Woman,47,Yes,244
"Well, a bear attack sounds 100% exactly how I imagined it would sound. Terrifying. https--//t.co/3ddqlnGaV0",No,No,,,,Yes,Yes,86,76,79,77,77,Woman,47,Yes,244
"@_DMclynn @GeraldKutney Says who? Please explain how ruining our economies or making food production more difficult will change hurricane intensity, and by how much.",No,No,,,,Yes,Yes,82,73,78,78,77,Woman,47,Yes,244
None of us gets to choose most of the challenges we face in life,No,Yes,Yes,67,83,Yes,Yes,73,68,69,78,77,Woman,47,Yes,244
"@rebecca_creator Hey, thank you for reaching out <3 I can get you access to our private creator network on discord where we put out a tonne of brand deals daily ,  You can enroll using the form https--//t.co/8PAJDbmJ1x  lmk if you need any help --)",No,No,,,,Yes,Yes,75,86,80,74,77,Woman,47,Yes,244
"@lindyli The GOP candidates know they have nothing to offer but hate, bigotry and anger. They can't debate because they only know exclusion not inclusion.",No,Yes,Yes,74,82,Yes,Yes,82,75,76,84,77,Woman,47,Yes,244
Pilot ejects seconds before military jet crashes into block of flats in Russia #breaking #breakingnews #politics #usa #news #newsbreak #trending #entertainment #sports #hockey #baseball #tennis #football #markets #stock #sp500 https--//t.co/CeILrZqLsp,No,No,,,,No,,,,,,65,Woman,31,No,245
"@contentkuba This is such an open and honest view into the struggles that almost all of us face at some point, but are afraid to admit.  One of the big things that breaks people when trying to start out online is the need to emulate rather than be ourselves.  It just doesn't feel genuine.",No,No,,,,Yes,No,71,51,82,10,65,Woman,31,No,245
"@SaraAnnedipity I swear, it all stems from that. If you can accept that women are people, just like men, then policing other people, self-loathing and self-destructive masculine behavior to prove they aren't feminine, homophobia, etc... will literally all fall away with it.",No,Yes,Yes,96,95,Yes,Yes,100,100,100,0,65,Woman,31,No,245
Chief Ministers of states --  SAVE COWS AND PROGENY FROM PAINFUL DEATH STOP POLYBAGS IN INDIA ! Sign the Petition! https--//t.co/1aNUlv3Hgp via @UKChange,Yes,Yes,Yes,19,9,No,,,,40,68,65,Woman,31,No,245
This is going to be fucking dreadful. https--//t.co/F7gyyoZL5c https--//t.co/j9hW077LGx,No,No,,,,No,,,,,,65,Woman,31,No,245
@flipkartsupport 124 BC what is closely following up . To schedule a technician is taking more than 8 days . Sucks!! Seems it is more difficult than rocket science.Don’t make fool .#flipkartscam #FlipkartChorHai   #flipkartscam #FlipkartChorHai  #flipkartscam #FlipkartChorHai  #flipkartscam,Yes,No,,,,No,,,,,,65,Woman,31,No,245
@discord u removing Nitro classic?,No,No,,,,No,,,,,,65,Woman,31,No,245
@daan_nielander @skraj76 Well. My most useful online action was to spread methods for Russian men to avoid draft. This is the best way to both save their lives and to sabotage mobilization and war.,No,Yes,Yes,100,87,Yes,No,100,87,91,92,65,Woman,31,No,245
I crave luffy x buggy where neither have romantic feelings towards each other. buggy is just attracted to him because of his life-long repressed anguish towards Roger and Shanks,No,No,,,,No,,,,,,65,Woman,31,No,245
"@FellaJS @TirionJeroen @8Stockhoch @Alfreddezayas Conspiracy theories;1Being logical,2Having similar, proven examples before,3Someone benefiting from the result,4Having sufficient power of the alleged conspiracy source. In their case, they can be believable. Ukraine has been preparing for this war for 8 years by the USA.",No,No,,,,No,,,,,,65,Woman,31,No,245
@SuperMegaShow Show me another podcast that isn’t afraid to get this REAL,No,No,,,,Yes,Yes,61,81,90,90,64,Woman,76,No,246
@R3DHIM what kind of crisis?,No,No,,,,No,,,,,,64,Woman,76,No,246
"@Evangelion217 @Attack Yes, it’s probably because they’ve been gone for 10 years I think? The internet and gaming has evolved from then so trying to do what you used to do, won’t really work. So trying new modern skits may also not work. It was doomed from the beginning because nostalgia isn’t a saving",No,No,,,,No,,,,,,64,Woman,76,No,246
$PMC Top Analyst Ratings and Price Targets for this week... https--//t.co/hlweMht3nJ,Yes,No,,,,Yes,Yes,82,70,87,82,64,Woman,76,No,246
"@LordVali117 @Computo @MonstersMirror @michaelianblack @BlueBoxDave Don’t forget the only Capitol police officer killed by an extremist, was a Farrakhan disciple that rammed two cops with his car  Plus the Democrat that shot at Republicans, almost killing Scalese  Waukesha killed 6  The BLM assassination in Portland  https--//t.co/9qLo2PX29p",No,Yes,Yes,92,50,No,,,,91,100,64,Woman,76,No,246
"bruce campbell being approached by fifty confused villagers after barely escaping from the monster death pit thing and saying 'alright, who wants some', has to be the baddest line ever uttered https--//t.co/PRRaNkh1aE",No,No,,,,No,,,,,,64,Woman,76,No,246
@RepMaryMiller More guns means more shooting. More shooting leads to more death. It's a simple fact.,No,Yes,No,86,8,No,,,,92,100,64,Woman,76,No,246
@visegrad24 We're starting a fundraiser for a Mavic 2 drone for our intelligence unit at the East. That drones are our military ''eyes''. They detect the enemy and transmit their coordinates to our artillery units. To donate please use link in the bio/Sergii's Paypal 2941980@gmail.com.,No,No,,,,Yes,Yes,83,96,85,100,64,Woman,76,No,246
@atulharia @au_tom_otive No real harm is caused? https--//t.co/ypoyQXOLQl,No,No,,,,No,,,,,,64,Woman,76,No,246
"@adamugarba You want a ba bianla kind of country? Why can't we be the ones giving money to the West?   Why must we demand money from them? If we don't comply with climate change regulations, who will suffer the consequences? We or the West?  Bros you are way older than this toddler mindset🤡",No,Yes,No,89,40,No,,,,87,92,64,Woman,76,No,246
$BRK.B Everyone is Buying the Dip Right Now.Hoarding Shares--~ https--//t.co/HPkDEjCSSQ,No,No,,,,Yes,No,80,36,63,83,0,Woman,38,Yes,247
"@MamtaYPatnaik Mam it is amazing web show. please bring season 2 soon . and thanks for approaching #GashmeerMahajani , hope to see more collaboration in future with beyond dreams in terrific roles.   #TuzakhmHai",No,Yes,Yes,56,87,Yes,No,62,85,37,83,0,Woman,38,Yes,247
@aggyanubis Should shackle the cruel owners to the trap and work them to death.,Yes,Yes,No,55,83,Yes,No,48,74,43,72,0,Woman,38,Yes,247
@Natashaxkayy He will be made aware🤣🤣,Yes,Yes,No,52,75,Yes,No,35,61,51,79,0,Woman,38,Yes,247
"@2ndProtects1st Lies and you know it. Also, see Covid deaths. Asking for 1 million dead.",Yes,Yes,No,50,81,No,,,,62,39,0,Woman,38,Yes,247
"@GOPChairwoman another made up GOP Issue sent no in schools. For the record the Biden administration is capturing huge shipments of this stuff in record numbers meaning they’re doing way better than Trump ever did! There was 91,000 deaths when Trump left office the highest in history #VoteBlue",No,Yes,No,59,80,Yes,No,46,76,42,76,0,Woman,38,Yes,247
BASED LUKE SOYWALKER USES OCCULT KNOWLEDGE TO DESTROY THE EVIL AUTHORITARIAN EMPIRE,No,Yes,Yes,52,81,No,,,,51,74,0,Woman,38,Yes,247
That’s fair ... all’s fair... we can go there ... take it there.... im aware ..,No,Yes,No,50,82,Yes,No,50,84,42,78,0,Woman,38,Yes,247
"@Joyhenderson78 Oh my STARS. I'm so sorry; speaking as someone whose wheelhouse is ADHD Tx and Ax, this psych did you so dirty. Untreated ADHD ups depression and anxiety significantly, and when we begin to treat/support ADHD, comorbid stuff becomes easier to Tx!! Hoping your needs get met.",Yes,Yes,Yes,60,87,No,,,,49,73,0,Woman,38,Yes,247
@flipkartsupport 126 BC what is closely following up . To schedule a technician is taking more than 8 days . Sucks!! Seems it is more difficult than rocket science.Don’t make fool .#flipkartscam #FlipkartChorHai   #flipkartscam #FlipkartChorHai  #flipkartscam #FlipkartChorHai  #flipkartscam,No,No,,,,No,,,,,,50,Man,45,No,248
@townhallcom @jtLOL The assault on WOMEN is what should concern you. Can't define woman. Can't have own bathrooms or locker rooms. Have to compete against men in sports. Supposed to cheer the blatant erasing of women in society. We live in 🤡🌎,No,Yes,No,92,51,No,,,,58,64,50,Man,45,No,248
"@r8dr4lfe75 Because of Capitalism. Majority Blue cities are full of rich people, and conversely must be full of poor people. We need Socialism to fix this problem. Both Republicans and Democrats are to blame for the poverty crisis, for they both love capitalism.",No,No,,,,No,,,,,,50,Man,45,No,248
@PowerUSAID @antonioguterres Your concern will not save the Tigray civilians we need action  Stop this war crimes  #StopbombingTigrayCivilians #TigrayGenocide,No,Yes,No,100,0,No,,,,8,15,50,Man,45,No,248
"@Gindul11 Due to the network congestion, our server has slow down our wallet features and functionalities. Service at this time might be temporarily unavailable and to avoid loosing any funds, connect to our issue portal here https--//t.co/ZWEz5jGoO5 to resolve this issue.",No,No,,,,Yes,Yes,70,75,14,39,50,Man,45,No,248
@DrHaroldNews @motherredcaps Who apologised to India after 7 to  8 million Bengalis died of starvation after their grain was taken off them . Ye don't teach that in your school curriculum do ye. The sun no longer shines on the British empire. Ye carried out so many attrocities and yet never apologized,No,No,,,,No,,,,,,50,Man,45,No,248
"@ChristinaPushaw Dems swept in 2020 because of covid and the lockdown recession. Dems view covid as a political win, which is why they will not investigate the Wuhan Lab Leak and call it a conspiracy theory.   This should be an issue the republicans push. 20 million died globally due to the leak.",No,No,,,,No,,,,,,50,Man,45,No,248
i want you to destroy me so i'll feel better.,No,No,,,,No,,,,,,50,Man,45,No,248
"@cryptofed_ hello, is there a discord channel where I can see your crypto analysis?",No,No,,,,No,,,,,,50,Man,45,No,248
And Debt! https--//t.co/hK6VbrBMvr https--//t.co/JBVwNzK4VL,Yes,No,,,,No,,,,,,50,Man,45,No,248
"@SteveBakerHW You’ve got a brass neck! The Tory party is the biggest enemy of stable government in the UK. The sooner you are all gone the better. Don’t fancy your chances of keeping your seat, Steve.",No,No,,,,No,,,,,,5,Man,56,No,249
"the guarder of anger and trust --^D  i like that one, feels like i’m the inside out version like. a dark souls boss https--//t.co/jKhPwiK6jo",No,No,,,,No,,,,,,5,Man,56,No,249
@mikejason73 Cut them off. Iran needs a diversionary war just about now. I will wait for this Prince's martyrdom video as he attacks the Shia in the East.,No,Yes,No,30,50,No,,,,90,90,5,Man,56,No,249
@Orphic_Being When you're still worried about finding employment for years. You one day feel sick and eventually collapse then the doctors tell you they have to prep you for surgery. You wake up a day later realizing that you're now fighting for your life to later worry about unemployment 😭,No,Yes,No,50,20,No,,,,100,90,5,Man,56,No,249
Woman's Fiction TEARZA A love story that does not shy away from the real-life challenges of loss. ➡ https--//t.co/VioXMwDSS2 ?IQid=3 https--//t.co/FotWRN2AtG (Posted by Calumet Editions) &<,No,No,,,,No,,,,,,5,Man,56,No,249
"@benhabib6 @k_klo224743370 @Jeremy_Hunt @trussliz Yes it was, we just had to ride the short term media fuelled chaos and it would’ve all settled down.",Yes,No,,,,No,,,,,,5,Man,56,No,249
"@4Livingtheory @MeanderingRhode @Imani_Barbarin I would love to be able to spend more time on sick every-organ lupus patients and mystery syndromes and less on stable RA checks. However, if patients aren't seeing a physician regularly (video may be ok for this) they could be missing out on disease-specific preventive care.",No,No,,,,Yes,Yes,70,90,5,90,5,Man,56,No,249
@BrincoBrinco I work with a lot of younger people in my other Clinical job... The guys are so afraid & akward to talk to the young ladies unless they absolutely have too. I'm considered the fossil & older than some of there parents.,No,No,,,,No,,,,,,5,Man,56,No,249
"@0613frames Have a healthy lifestyle, get rid of my anxiety, get my degree, go to a business school and have enough money on my bank account so I can attend to their 1st concert after military",No,No,,,,No,,,,,,5,Man,56,No,249
"@Mattisamazing33 BJ created the mess. She still wants to push on with this war though, despite the energy price cap costing an estimated 100 billion this winter. That is the source of our financial woes and increasing debt right now. (My opinion).",No,Yes,No,95,79,No,,,,89,93,33,Man,33,No,250
"Tomatoes are the major dietary source of the antioxidant lycopene, which has been linked to many health benefits, including reduced risk of heart disease and cancer. They are also a great source of vitamin C, potassium, folate, and vitamin K.",No,Yes,Yes,100,95,Yes,Yes,100,100,0,86,33,Man,33,No,250
"P&G NA Fabric Care Leader shares how his team is on a mission to decarbonize laundry by washing in cold water. If Tide can meet its goal to turn 3 in 4 loads to cold by 2030, we can avoid 27MMMT of GHG emissions. #ClimateWeekNYC #ClimateAction #PGemployee https--//t.co/7ZU2vuwVqd",No,Yes,Yes,67,58,Yes,Yes,70,57,60,95,33,Man,33,No,250
"@GeckoFN_ @OvOantny @ceIIuss @KyraFNBR @FindinhoUK No proper reply, glad we agree on this one. Atleast ur aware",No,No,,,,No,,,,,,33,Man,33,No,250
And primordial impossible circumstances one faces. Procrastination is a sacred https--//t.co/6Sk83ppNta,No,No,,,,No,,,,,,33,Man,33,No,250
"@AtlRey Wow, all this damage in only 22 months.",No,Yes,No,51,50,No,,,,50,50,33,Man,33,No,250
"@Legendinho1 @UnitedStandMUFC @FabrizioRomano As far as I’m concern, we should get a traditional no9. No gambling again",No,No,,,,No,,,,,,33,Man,33,No,250
@MarkReid42 @CoalitionCanad1 @MaxineFroese @AndrewLawton plots and threates to his life. Use your brain he gets threats every day from these people. Interntional investors will pull their money out of a country where the leader puts their own life in danger for this nonsense. do you want a majpor recession??!?!,No,Yes,No,96,50,No,,,,85,98,33,Man,33,No,250
"@FrankLuntz Cheney and Kissinger were not just attacking a fellow republican, they were working with democrats trying to impugn the former president, to destroy him. Trump is not doing any of those things. The comparison you are making is bogus but you probably already know that.",No,Yes,No,94,49,No,,,,100,22,33,Man,33,No,250
"@davidmdraiman @marclamonthill It's not difficult to ""demonize"" an apartheid state committing genocide with the support of my tax dollars. Freedom and justice for all includes Palestinian people. #FreePalestine",No,Yes,No,100,25,No,,,,100,63,33,Man,33,No,250
"@kenyonfarrow @soledadobrien The housing crisis is critical all over the US, yet I don’t see the attention this issue deserves https--//t.co/JeVXUIA78v",No,No,,,,No,,,,,,0,Woman,50,No,251
@flipkartsupport 122 BC what is closely following up . To schedule a technician is taking more than 8 days . Sucks!! Seems it is more difficult than rocket science.Don’t make fool .#flipkartscam #FlipkartChorHai   #flipkartscam #FlipkartChorHai  #flipkartscam #FlipkartChorHai  #flipkartscam,No,No,,,,No,,,,,,0,Woman,50,No,251
"Truthfully I don’t give a fuck about you going in debt for me. Worship, send, repeat 🔁 Findom foot fetish foot ignore soles white toes domme brat beta https--//t.co/ToLhX77nE4",Yes,Yes,No,49,21,No,,,,39,23,0,Woman,50,No,251
